
	,H 0  0  1  1  0  1 ,	H 1  0  0  0  0  1 ,	H 1  1  1  0  0  0 ,	H 0  0  0  1  0  0 ,	H 0  0  0  0  1  0 ,	H 1  1  1  1  0  0 ,	H 0  0  0  0  0  0 ,	H 1  0  0  1  0  1 ,	H 0  0  1  0  0  1 ,	H 1  0  0  0  1  1 ,	H 1  0  0  1  1  1 ,	H 1  1  1  1  1  0 ,	H 1  1  1  0  1  0 ,	H 0  0  0  1  1  0 ,	H 0  1  0  0  0  1 ,	H 0  0  1  0  1  1 ,	H 0  0  1  1  1  1 ,	H 1  1  0  0  0  0 ,	H 1  0  0  0  0  0 ,	H 0  0  0  0  0  1 ,	H 0  0  0  0  1  1 ,	H 1  1  1  1  0  1 ,	H 0  1  0  0  1  1 ,	H 0  1  1  0  0  0 ,	H 0  0  1  0  0  0 ,	H 1  0  0  0  1  0 ,	H 1  1  1  1  1  1 ,	H 1  0  1  1  1  1 ,	H 1  0  1  1  0  1 ,	H 0  1  1  0  1  0 ,	H 0  0  1  0  1  0 ,	H 1  1  0  0  1  0 ,	H 0  1  1  0  0  1 ,	H 0  1  1  1  0  1 ,	H 0  1  0  0  1  0 ,	H 0  1  0  1  0  0 ,	H 0  1  0  1  1  0 ,	H 1  1  0  1  0  1 ,	H 1  1  0  0  0  1 ,	H 0  1  1  1  1  1 ,	H 1  0  1  0  1  0 ,	H 1  0  1  1  1  0 ,	H 1  0  1  1  0  0 ,	H 1  0  1  0  0  0 ,	H 0  1  1  0  1  1 ,	H 1  1  0  1  1  1 ,	H 1  1  0  0  1  1 ,	H 0  1  1  1  0  0 ,	H 1  0  0  1  0  0 ,	H 0  0  0  1  0  1 ,	H 0  1  0  1  0  1 ,	H 1  1  1  0  0  1 ,	H 0  1  0  1  1  1 ,	H 1  1  0  1  0  0 ,	H 0  0  1  1  0  0 ,	H 1  1  0  1  1  0 ,	H 1  0  0  1  1  0 ,	H 1  0  1  0  1  1 ,	H 1  1  1  0  1  1 ,	H 0  0  0  1  1  1 ,	H 0  1  0  0  0  0 ,	H 1  0  1  0  0  1 ,	H 0  1  1  1  1  0 ,	H 0  0  1  1  1  0 ,	
V 1  0  1  0  1  1  0  0  0  0  0  0 ,	41,	1470,	8,	7,	8,	5,	1247,	1,	58,	11,	4,	4,	232,	5,	1,	12,	6,	7,	36,	30,	1,	4,	2,	80,	6,	20,	219,	467,	3,	10,	4,	46,	18,	1,	4,	3,	0,	0,	662,	195,	544,	13,	5,	81,	236,	4,	1,	0,	37,	20,	564,	65,	12,	2,	9,	88,	16,	20,	14,	5,	3,	0,	3,	6,	
V 1  1  0  1  1  0  0  0  0  1  0  0 ,	33,	525,	5,	28,	7,	0,	13,	0,	75,	64,	1,	3,	2631,	3,	0,	41,	4,	5,	13,	18,	0,	3,	2,	248,	4,	3,	4,	2,	0,	3,	0,	10,	18,	4,	2,	0,	6,	1,	63,	50,	48,	5,	6,	11,	20,	1,	2,	1,	1,	6,	3,	3,	3,	0,	0,	310,	227,	2,	7,	1,	2,	11,	2,	4,	
V 0  1  0  1  0  0  1  0  0  0  0  1 ,	58,	63,	2,	33,	8,	3,	14,	1,	26,	27,	9,	5,	161,	8,	5,	16,	5,	5,	14,	11,	1,	4,	4,	95,	5,	6,	5,	7,	1,	6,	2,	6,	23,	13,	2,	3,	8,	0,	35,	22,	51,	5,	14,	6,	16,	7,	6,	3,	4,	5,	10,	10,	16,	8,	2,	74,	47,	4,	4,	4,	3,	19,	2,	7,	
V 0  0  1  0  1  0  1  0  1  1  1  0 ,	16,	1,	3,	14,	0,	25,	0,	0,	2,	0,	31,	5,	0,	10,	124,	1,	0,	4,	2,	1,	26,	2,	44,	4,	2,	2,	5,	2,	2,	1,	18,	0,	8,	53,	5,	1,	8,	120,	0,	0,	0,	1,	19,	1,	4,	39,	2,	15,	15,	9,	1,	3,	0,	17,	0,	1,	3,	3,	0,	1,	14,	4,	4,	2,	
V 1  1  0  0  0  1  1  1  1  0  0  1 ,	5,	2,	3,	3,	0,	3,	5,	1,	4,	1,	2,	1,	0,	1,	0,	0,	0,	1,	1,	1,	1,	1,	0,	2,	0,	1,	14,	11,	0,	1,	1,	3,	2,	1,	2,	0,	1,	2,	1,	0,	10,	1,	4,	0,	10,	1,	1,	2,	1,	5,	1,	3,	0,	0,	0,	1,	1,	1,	1,	0,	1,	0,	0,	0,	
V 0  0  0  1  1  0  1  1  0  1  1  0 ,	10,	3,	7,	3,	0,	86,	0,	1,	2,	0,	1,	1,	2,	10,	3,	0,	4,	6,	0,	3,	25,	0,	15,	6,	1,	3,	234,	34,	2,	1,	8,	0,	8,	3,	8,	2,	7,	3,	0,	0,	3,	2,	12,	1,	40,	3,	2,	4,	44,	8,	2,	9,	4,	2,	1,	3,	2,	0,	0,	1,	40,	1,	9,	0,	
V 0  0  1  1  0  0  1  0  0  1  1  1 ,	16,	1,	3,	51,	4,	4,	0,	0,	4,	0,	25,	3,	1,	6,	186,	14,	1,	2,	1,	3,	3,	17,	3,	15,	1,	0,	1,	2,	0,	1,	1,	2,	7,	111,	3,	0,	1,	8,	2,	0,	3,	2,	6,	0,	3,	5,	2,	2,	0,	5,	1,	2,	0,	88,	0,	1,	7,	2,	2,	2,	2,	22,	1,	8,	
V 1  0  1  1  1  0  0  0  1  0  0  1 ,	22,	12,	0,	35,	4,	2,	3,	0,	12,	15,	1,	1,	150,	2,	4,	18,	1,	3,	3,	4,	1,	7,	2,	69,	3,	0,	0,	1,	0,	0,	1,	3,	8,	10,	1,	0,	3,	0,	4,	5,	8,	1,	6,	1,	3,	1,	0,	0,	1,	4,	0,	0,	2,	6,	1,	35,	79,	0,	3,	0,	0,	4,	0,	7,	
V 1  0  0  0  0  1  0  1  1  1  0  1 ,	8,	0,	3,	3,	0,	10,	2,	0,	2,	0,	23,	8,	0,	2,	114,	2,	1,	1,	0,	2,	23,	2,	28,	6,	2,	2,	2,	0,	0,	2,	19,	2,	5,	48,	8,	1,	7,	57,	0,	0,	2,	1,	17,	1,	3,	22,	3,	19,	9,	6,	1,	3,	3,	17,	1,	0,	0,	1,	0,	1,	8,	6,	7,	1,	
V 0  0  1  1  1  1  1  0  1  1  1  0 ,	5,	0,	0,	2,	0,	3,	2,	0,	0,	0,	0,	2,	2,	2,	0,	0,	0,	2,	0,	1,	1,	1,	1,	2,	0,	1,	0,	1,	0,	0,	0,	0,	3,	6,	2,	0,	1,	0,	0,	0,	2,	1,	2,	0,	3,	1,	0,	1,	4,	0,	0,	0,	0,	0,	0,	1,	0,	0,	2,	0,	0,	0,	1,	1,	
V 1  0  1  0  1  1  0  1  0  1  1  1 ,	3,	2,	3,	2,	0,	0,	0,	1,	1,	1,	3,	0,	0,	2,	0,	1,	1,	4,	1,	0,	1,	1,	2,	0,	0,	2,	1,	1,	0,	0,	0,	1,	5,	4,	1,	0,	0,	0,	2,	1,	5,	1,	8,	0,	4,	4,	1,	0,	1,	4,	0,	2,	0,	0,	0,	1,	2,	0,	1,	0,	0,	1,	4,	0,	
V 1  1  0  1  0  1  0  1  1  0  0  0 ,	9,	161,	0,	4,	0,	3,	18,	0,	22,	0,	0,	0,	129,	2,	0,	3,	2,	3,	12,	8,	2,	1,	0,	44,	2,	0,	3,	7,	0,	3,	0,	3,	3,	2,	0,	0,	2,	1,	51,	8,	47,	5,	7,	2,	17,	0,	2,	0,	0,	5,	4,	5,	1,	1,	1,	22,	10,	2,	4,	0,	1,	2,	1,	1,	
V 0  1  0  0  1  1  0  0  0  1  1  0 ,	32,	1,	13,	5,	2,	31,	3,	4,	0,	1,	13,	7,	2,	17,	21,	1,	2,	5,	0,	2,	18,	3,	26,	4,	1,	4,	29,	10,	2,	6,	17,	4,	7,	22,	17,	0,	10,	29,	2,	2,	9,	2,	28,	2,	22,	19,	3,	3,	42,	8,	3,	9,	6,	7,	3,	0,	3,	3,	2,	2,	18,	4,	9,	1,	
V 1  1  0  1  0  0  1  0  1  1  0  1 ,	12,	0,	0,	57,	1,	0,	2,	0,	6,	4,	3,	0,	8,	2,	9,	12,	1,	5,	1,	1,	0,	6,	0,	22,	1,	0,	0,	1,	0,	0,	0,	1,	4,	22,	0,	0,	1,	0,	0,	0,	1,	2,	4,	0,	2,	0,	0,	0,	0,	2,	0,	0,	0,	28,	0,	7,	24,	0,	1,	2,	0,	10,	2,	4,	
V 0  1  0  1  1  1  1  0  1  0  0  0 ,	9,	10,	2,	2,	1,	4,	25,	0,	7,	1,	0,	0,	3,	1,	0,	0,	0,	3,	3,	5,	1,	1,	1,	5,	1,	1,	193,	111,	1,	0,	0,	0,	5,	1,	3,	0,	1,	1,	12,	5,	66,	1,	5,	0,	76,	2,	1,	0,	11,	6,	40,	9,	3,	2,	1,	0,	2,	1,	2,	0,	2,	2,	1,	0,	
V 0  1  0  1  1  1  1  1  1  1  1  1 ,	1,	0,	1,	0,	0,	1,	0,	1,	1,	0,	1,	1,	0,	0,	1,	0,	1,	1,	0,	0,	2,	0,	1,	0,	0,	0,	2,	0,	0,	1,	0,	0,	0,	1,	0,	0,	0,	2,	0,	1,	0,	0,	1,	0,	0,	3,	0,	1,	0,	1,	1,	0,	0,	1,	0,	0,	0,	0,	0,	0,	1,	0,	0,	0,	
V 1  1  0  0  1  1  0  1  0  0  0  1 ,	8,	13,	2,	2,	0,	8,	24,	0,	9,	0,	0,	1,	1,	2,	0,	0,	4,	4,	4,	3,	1,	0,	1,	5,	0,	6,	151,	115,	1,	0,	0,	8,	11,	1,	3,	0,	2,	1,	16,	5,	69,	3,	3,	4,	68,	2,	2,	1,	8,	8,	28,	16,	0,	3,	2,	4,	4,	1,	5,	1,	2,	0,	3,	0,	
V 1  1  1  1  0  0  1  1  0  0  0  1 ,	6,	845,	1,	2,	2,	1,	37,	1,	45,	2,	0,	0,	1154,	0,	0,	2,	1,	3,	7,	2,	1,	0,	0,	69,	0,	2,	2,	4,	1,	0,	0,	5,	2,	1,	1,	0,	1,	0,	71,	17,	54,	4,	1,	1,	3,	1,	0,	2,	0,	1,	4,	0,	3,	0,	0,	69,	43,	0,	3,	0,	0,	2,	2,	0,	
V 0  1  0  1  0  0  1  0  0  0  0  0 ,	94,	2747,	6,	23,	17,	5,	513,	0,	182,	61,	7,	3,	2134,	10,	4,	46,	12,	20,	105,	61,	3,	3,	0,	295,	13,	17,	31,	60,	0,	8,	2,	58,	32,	12,	3,	6,	7,	6,	724,	379,	355,	22,	17,	116,	120,	8,	4,	2,	8,	12,	154,	50,	20,	6,	7,	579,	101,	23,	24,	9,	2,	9,	13,	7,	
V 0  0  1  1  0  0  1  0  0  1  1  0 ,	40,	6,	4,	36,	8,	3,	5,	3,	5,	4,	13,	6,	19,	4,	18,	10,	4,	4,	3,	4,	3,	4,	4,	31,	3,	5,	2,	4,	3,	6,	3,	8,	7,	38,	5,	1,	6,	2,	4,	2,	12,	8,	8,	3,	7,	2,	1,	4,	5,	7,	2,	6,	2,	18,	1,	16,	14,	4,	1,	2,	2,	15,	2,	10,	
V 1  0  1  1  1  1  1  1  1  0  0  1 ,	1,	1,	1,	0,	0,	1,	3,	0,	1,	1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	1,	4,	0,	0,	3,	9,	0,	0,	0,	2,	3,	1,	0,	1,	2,	0,	1,	0,	6,	1,	1,	1,	6,	0,	0,	0,	1,	0,	1,	0,	1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	1,	1,	
V 0  0  1  0  1  0  0  1  0  0  0  0 ,	68,	191,	75,	7,	8,	136,	836,	2,	34,	5,	6,	4,	27,	19,	5,	10,	19,	26,	32,	24,	8,	3,	18,	51,	7,	65,	3342,	1955,	4,	6,	19,	56,	40,	6,	30,	6,	11,	4,	305,	64,	410,	7,	36,	105,	695,	5,	6,	3,	283,	73,	1374,	157,	19,	6,	62,	30,	13,	55,	15,	12,	129,	8,	3,	10,	
V 1  1  0  1  0  1  0  0  0  1  0  0 ,	47,	422,	2,	24,	7,	0,	25,	0,	77,	75,	1,	1,	2500,	2,	0,	26,	2,	3,	20,	18,	0,	2,	2,	278,	2,	3,	1,	9,	1,	6,	1,	6,	21,	6,	2,	1,	2,	0,	60,	36,	62,	14,	5,	15,	5,	1,	2,	1,	2,	6,	5,	7,	2,	2,	1,	366,	245,	3,	12,	1,	0,	8,	2,	7,	
V 0  0  1  0  0  1  1  0  1  1  1  0 ,	12,	1,	1,	6,	0,	9,	2,	3,	0,	3,	41,	6,	0,	14,	183,	1,	1,	6,	1,	1,	30,	0,	41,	4,	1,	2,	1,	2,	1,	1,	39,	2,	7,	73,	4,	2,	5,	126,	3,	1,	0,	3,	23,	0,	3,	27,	2,	19,	14,	4,	1,	4,	1,	26,	1,	1,	1,	0,	0,	0,	5,	6,	9,	1,	
V 1  0  1  1  1  0  0  1  1  1  1  1 ,	6,	0,	1,	11,	0,	1,	0,	0,	0,	0,	5,	0,	1,	0,	4,	1,	0,	1,	0,	0,	0,	0,	1,	2,	1,	0,	0,	1,	0,	1,	0,	1,	1,	13,	1,	0,	0,	0,	0,	0,	1,	0,	0,	0,	1,	0,	0,	1,	0,	2,	0,	0,	1,	3,	0,	1,	0,	0,	0,	0,	0,	3,	1,	0,	
V 0  1  1  1  0  0  1  0  0  1  0  1 ,	26,	15,	0,	47,	2,	2,	2,	2,	15,	10,	3,	1,	100,	1,	3,	15,	1,	1,	4,	5,	0,	1,	0,	60,	2,	3,	2,	1,	0,	1,	0,	3,	6,	12,	0,	0,	3,	0,	2,	1,	10,	5,	5,	0,	2,	3,	1,	0,	1,	1,	1,	2,	3,	12,	0,	29,	65,	1,	4,	0,	1,	13,	0,	8,	
V 1  0  1  1  0  0  1  0  1  1  0  0 ,	25,	9,	2,	33,	3,	0,	1,	0,	13,	10,	2,	1,	144,	1,	2,	12,	1,	3,	1,	4,	1,	1,	2,	91,	1,	5,	0,	2,	0,	2,	1,	4,	7,	16,	2,	0,	3,	0,	4,	6,	13,	3,	7,	1,	1,	0,	0,	2,	0,	4,	2,	2,	0,	5,	0,	43,	78,	0,	2,	4,	0,	10,	0,	11,	
V 1  1  0  0  1  0  1  1  1  0  0  0 ,	12,	13,	2,	3,	0,	7,	26,	0,	6,	0,	0,	1,	1,	2,	1,	2,	7,	1,	1,	2,	2,	1,	0,	5,	0,	3,	138,	100,	0,	2,	1,	3,	6,	1,	1,	2,	0,	1,	21,	2,	54,	0,	3,	2,	87,	5,	0,	1,	7,	6,	20,	5,	3,	3,	3,	4,	1,	3,	2,	0,	5,	2,	1,	2,	
V 0  1  1  0  0  0  1  0  1  0  1  1 ,	12,	0,	2,	64,	3,	1,	0,	2,	3,	0,	44,	2,	2,	1,	214,	9,	0,	1,	1,	3,	1,	13,	7,	16,	0,	0,	0,	3,	0,	1,	4,	2,	5,	131,	1,	1,	8,	9,	0,	3,	3,	0,	7,	0,	1,	15,	3,	11,	2,	4,	0,	0,	0,	104,	1,	2,	3,	1,	4,	1,	0,	23,	5,	7,	
V 1  1  0  0  0  0  0  1  1  1  1  0 ,	18,	0,	1,	67,	3,	1,	0,	1,	3,	2,	43,	0,	0,	11,	183,	9,	1,	7,	2,	6,	2,	14,	2,	11,	2,	1,	1,	0,	0,	0,	4,	1,	3,	111,	2,	2,	10,	9,	1,	1,	1,	1,	3,	0,	2,	6,	3,	4,	2,	6,	1,	3,	0,	108,	1,	1,	6,	1,	2,	1,	0,	22,	2,	4,	
V 1  1  1  1  1  0  1  1  1  0  1  1 ,	2,	1,	0,	1,	0,	2,	1,	0,	2,	0,	1,	0,	0,	0,	0,	0,	1,	1,	0,	0,	0,	0,	0,	1,	0,	0,	0,	0,	0,	0,	0,	1,	2,	1,	0,	0,	0,	0,	0,	0,	2,	1,	0,	0,	0,	0,	0,	0,	0,	2,	2,	0,	0,	0,	0,	1,	1,	0,	0,	0,	0,	0,	1,	0,	
V 0  0  0  1  1  0  1  0  0  1  0  0 ,	46,	14,	26,	11,	2,	53,	20,	5,	8,	6,	6,	4,	2,	10,	0,	5,	7,	12,	9,	10,	9,	1,	14,	12,	4,	14,	301,	93,	3,	5,	13,	11,	17,	9,	18,	3,	14,	10,	16,	7,	43,	7,	23,	6,	110,	12,	2,	5,	86,	20,	35,	38,	6,	3,	11,	5,	8,	6,	6,	4,	39,	2,	14,	1,	
V 0  1  1  0  1  1  0  0  0  1  0  0 ,	29,	28,	1,	3,	3,	2,	19,	0,	6,	2,	1,	1,	19,	7,	0,	2,	3,	2,	5,	4,	1,	0,	3,	26,	2,	5,	28,	28,	0,	0,	0,	8,	6,	7,	4,	0,	4,	2,	24,	8,	42,	6,	14,	8,	43,	3,	2,	2,	18,	9,	9,	20,	3,	1,	2,	18,	8,	8,	5,	1,	5,	2,	1,	3,	
V 0  1  0  0  1  1  0  1  1  0  1  1 ,	8,	0,	4,	1,	0,	28,	1,	0,	1,	0,	6,	2,	0,	2,	10,	1,	0,	2,	0,	1,	27,	0,	24,	1,	0,	0,	24,	0,	2,	0,	11,	1,	7,	9,	4,	0,	7,	17,	0,	0,	2,	2,	10,	0,	5,	10,	0,	7,	13,	7,	0,	0,	0,	2,	0,	0,	1,	0,	0,	0,	18,	4,	7,	1,	
V 0  0  0  0  0  0  1  1  0  1  1  1 ,	27,	2,	19,	11,	0,	231,	1,	11,	1,	1,	160,	27,	0,	33,	1330,	2,	3,	8,	0,	3,	1842,	5,	651,	0,	0,	2,	35,	3,	4,	7,	655,	4,	6,	197,	56,	1,	24,	5187,	0,	0,	6,	4,	68,	1,	8,	469,	2,	216,	86,	22,	1,	7,	1,	55,	0,	0,	1,	1,	1,	4,	256,	6,	91,	1,	
V 1  0  1  0  1  1  1  0  0  0  1  0 ,	7,	21,	4,	0,	0,	9,	37,	0,	9,	1,	0,	1,	2,	1,	0,	1,	2,	3,	5,	2,	1,	1,	2,	4,	1,	2,	168,	114,	0,	2,	0,	5,	6,	1,	2,	1,	5,	1,	25,	1,	58,	1,	6,	3,	65,	1,	2,	3,	18,	11,	37,	7,	3,	0,	3,	2,	3,	4,	4,	1,	2,	2,	2,	1,	
V 1  0  1  0  1  0  1  1  1  1  1  1 ,	4,	0,	0,	3,	0,	2,	0,	0,	0,	0,	3,	0,	0,	1,	8,	0,	0,	1,	0,	0,	4,	1,	3,	0,	0,	1,	0,	0,	1,	0,	2,	2,	5,	8,	2,	0,	0,	4,	0,	0,	0,	1,	2,	0,	1,	3,	1,	3,	2,	3,	1,	1,	1,	0,	0,	0,	1,	0,	1,	0,	2,	0,	3,	0,	
V 1  0  1  1  1  1  1  0  0  1  0  1 ,	0,	2,	1,	3,	0,	2,	0,	0,	4,	0,	0,	0,	2,	0,	0,	0,	0,	2,	0,	0,	0,	1,	1,	3,	0,	0,	2,	2,	0,	0,	0,	1,	6,	1,	1,	0,	0,	0,	1,	1,	3,	1,	0,	0,	2,	0,	1,	0,	1,	0,	0,	0,	2,	0,	0,	2,	2,	0,	0,	0,	0,	0,	1,	1,	
V 0  1  0  0  0  1  1  0  1  0  0  0 ,	27,	15,	20,	5,	3,	62,	19,	4,	11,	3,	9,	3,	9,	12,	4,	5,	12,	9,	5,	9,	12,	3,	17,	19,	1,	9,	236,	81,	4,	5,	13,	8,	13,	16,	16,	3,	7,	3,	18,	11,	42,	8,	22,	16,	103,	12,	1,	8,	81,	25,	30,	26,	4,	2,	11,	6,	8,	7,	3,	6,	46,	4,	6,	2,	
V 1  1  0  1  0  1  0  0  0  1  0  1 ,	20,	8,	0,	28,	5,	1,	3,	0,	12,	18,	0,	0,	160,	0,	1,	21,	3,	1,	3,	4,	2,	1,	1,	82,	0,	2,	0,	4,	2,	0,	1,	3,	8,	13,	2,	0,	3,	0,	2,	3,	3,	0,	1,	1,	2,	0,	1,	1,	0,	6,	3,	2,	1,	5,	1,	42,	81,	0,	3,	0,	0,	8,	0,	10,	
V 0  0  0  1  0  1  1  0  0  1  0  1 ,	24,	0,	3,	6,	2,	18,	1,	6,	3,	1,	18,	5,	1,	6,	11,	1,	4,	7,	2,	1,	13,	2,	20,	11,	0,	6,	27,	13,	4,	3,	17,	1,	13,	14,	11,	2,	9,	5,	0,	4,	4,	2,	16,	0,	14,	10,	1,	10,	21,	11,	0,	5,	2,	4,	4,	2,	3,	1,	3,	1,	10,	4,	12,	0,	
V 0  1  1  0  0  1  1  1  0  0  0  0 ,	10,	372,	13,	3,	1,	20,	1445,	1,	23,	2,	0,	3,	12,	2,	2,	2,	4,	2,	10,	10,	2,	0,	1,	13,	1,	18,	1966,	2123,	1,	4,	2,	33,	20,	5,	2,	2,	6,	0,	273,	39,	508,	11,	7,	35,	481,	4,	3,	1,	64,	23,	1244,	50,	1,	4,	10,	9,	3,	9,	2,	2,	10,	0,	5,	1,	
V 1  1  0  0  1  0  1  1  1  0  0  1 ,	4,	3,	1,	8,	0,	3,	1,	0,	2,	0,	0,	2,	1,	0,	0,	0,	0,	1,	0,	0,	1,	0,	0,	2,	0,	1,	14,	6,	1,	0,	0,	3,	4,	2,	1,	0,	2,	1,	2,	2,	7,	1,	6,	0,	15,	0,	0,	1,	1,	3,	1,	2,	0,	2,	0,	1,	0,	0,	1,	1,	1,	0,	0,	0,	
V 0  0  0  0  1  0  1  0  1  1  1  0 ,	23,	0,	19,	10,	3,	280,	1,	14,	1,	0,	184,	28,	0,	36,	1362,	1,	4,	5,	2,	7,	1978,	5,	717,	4,	1,	3,	27,	5,	6,	6,	726,	1,	8,	183,	72,	0,	31,	5238,	0,	0,	2,	2,	70,	0,	9,	496,	5,	191,	111,	24,	1,	4,	1,	53,	1,	1,	0,	2,	2,	5,	270,	10,	86,	1,	
V 1  0  1  1  0  0  1  0  1  1  0  1 ,	8,	0,	0,	58,	4,	0,	0,	1,	2,	4,	5,	0,	9,	2,	10,	11,	0,	3,	0,	1,	0,	5,	0,	12,	0,	0,	0,	1,	0,	1,	0,	0,	6,	26,	1,	0,	5,	1,	1,	1,	2,	0,	2,	0,	1,	3,	3,	1,	0,	3,	0,	0,	2,	19,	0,	2,	22,	1,	0,	3,	1,	14,	0,	7,	
V 0  0  1  0  0  1  0  1  0  1  0  0 ,	35,	10,	29,	11,	1,	52,	21,	4,	11,	3,	6,	3,	7,	14,	7,	6,	3,	11,	5,	3,	14,	4,	31,	15,	5,	10,	283,	101,	6,	5,	15,	8,	10,	16,	19,	5,	9,	5,	19,	10,	43,	9,	23,	15,	124,	11,	3,	3,	108,	30,	32,	32,	9,	5,	12,	8,	2,	6,	8,	5,	48,	5,	13,	2,	
V 0  0  1  0  0  1  1  0  1  1  1  1 ,	4,	0,	3,	9,	0,	4,	0,	4,	1,	0,	94,	6,	0,	11,	1779,	0,	2,	5,	0,	0,	55,	4,	69,	0,	0,	1,	1,	1,	3,	2,	50,	1,	3,	171,	6,	0,	8,	691,	0,	0,	1,	1,	12,	0,	0,	105,	1,	55,	3,	5,	1,	3,	0,	91,	1,	0,	1,	0,	1,	0,	7,	4,	5,	0,	
V 0  1  0  1  1  0  0  0  1  1  1  1 ,	16,	0,	2,	96,	2,	2,	1,	1,	1,	0,	73,	1,	0,	2,	1576,	2,	1,	1,	2,	0,	2,	27,	6,	5,	0,	0,	0,	0,	0,	2,	4,	1,	2,	300,	3,	0,	6,	33,	0,	2,	2,	2,	4,	1,	0,	8,	0,	15,	1,	2,	1,	2,	0,	460,	0,	0,	3,	0,	0,	0,	0,	19,	1,	7,	
V 0  0  0  0  0  0  1  1  0  1  1  0 ,	38,	3,	46,	14,	0,	611,	2,	16,	4,	1,	75,	33,	1,	32,	139,	5,	12,	19,	2,	6,	1225,	4,	467,	6,	4,	8,	405,	15,	12,	5,	548,	8,	8,	64,	85,	6,	26,	958,	2,	1,	6,	2,	89,	1,	44,	150,	5,	87,	305,	51,	6,	17,	2,	22,	2,	2,	3,	3,	9,	4,	787,	9,	94,	5,	
V 0  0  0  1  1  0  1  0  0  1  0  1 ,	24,	4,	7,	8,	0,	24,	1,	3,	2,	3,	14,	8,	1,	4,	5,	3,	2,	4,	2,	1,	15,	1,	23,	9,	1,	2,	23,	9,	2,	4,	17,	0,	12,	22,	12,	0,	9,	18,	2,	0,	6,	5,	23,	2,	16,	9,	4,	15,	21,	5,	1,	8,	0,	5,	0,	1,	6,	4,	2,	2,	14,	4,	5,	1,	
V 1  0  1  0  1  0  1  1  1  1  1  0 ,	4,	0,	0,	2,	0,	2,	0,	0,	1,	0,	0,	1,	1,	5,	0,	1,	0,	2,	1,	1,	0,	0,	5,	1,	0,	1,	1,	1,	1,	1,	0,	1,	5,	1,	0,	0,	3,	1,	0,	0,	0,	0,	4,	0,	1,	2,	1,	0,	2,	2,	0,	3,	0,	1,	0,	1,	2,	0,	0,	0,	1,	1,	0,	3,	
V 0  1  0  0  0  1  1  0  1  0  0  1 ,	17,	3,	7,	6,	2,	17,	2,	3,	9,	0,	10,	3,	2,	10,	10,	2,	4,	11,	2,	1,	9,	1,	23,	7,	2,	7,	14,	8,	3,	2,	10,	2,	5,	16,	11,	0,	7,	18,	1,	1,	12,	6,	19,	0,	21,	15,	1,	6,	20,	7,	0,	5,	3,	2,	0,	1,	2,	0,	2,	4,	10,	3,	10,	2,	
V 1  0  0  1  1  1  1  1  1  0  1  1 ,	0,	1,	1,	0,	0,	5,	0,	0,	0,	0,	0,	0,	0,	0,	1,	0,	0,	1,	0,	1,	1,	0,	1,	0,	0,	0,	4,	1,	0,	0,	0,	1,	1,	0,	1,	0,	0,	2,	0,	0,	1,	0,	5,	0,	3,	3,	0,	0,	1,	0,	0,	1,	2,	0,	0,	0,	1,	0,	0,	0,	2,	1,	0,	0,	
V 1  0  0  1  0  1  0  0  0  1  1  1 ,	20,	0,	1,	60,	7,	1,	0,	2,	5,	1,	25,	2,	3,	3,	107,	9,	0,	3,	0,	1,	0,	13,	9,	11,	0,	1,	2,	2,	2,	0,	5,	1,	11,	82,	3,	0,	4,	4,	0,	2,	7,	3,	2,	0,	1,	2,	1,	4,	0,	4,	1,	1,	1,	90,	0,	3,	5,	0,	2,	1,	0,	17,	4,	15,	
V 1  1  1  0  0  0  0  1  1  1  0  1 ,	12,	0,	0,	67,	0,	1,	3,	0,	2,	6,	9,	1,	6,	2,	15,	3,	0,	2,	1,	1,	0,	1,	0,	35,	1,	1,	2,	3,	1,	0,	1,	0,	6,	33,	0,	0,	2,	0,	0,	1,	3,	0,	4,	0,	0,	1,	0,	2,	0,	2,	1,	2,	1,	30,	0,	7,	18,	0,	0,	1,	0,	12,	1,	9,	
V 0  0  0  0  0  1  1  0  1  0  1  1 ,	31,	1,	12,	7,	2,	240,	2,	14,	3,	1,	170,	25,	0,	26,	1286,	4,	1,	9,	1,	2,	1545,	8,	570,	6,	1,	4,	39,	0,	4,	1,	562,	4,	8,	172,	62,	1,	30,	4484,	0,	1,	4,	2,	77,	0,	10,	510,	4,	182,	86,	9,	0,	9,	1,	37,	1,	2,	1,	0,	2,	6,	197,	10,	77,	3,	
V 1  1  1  0  1  0  1  1  1  1  0  0 ,	3,	2,	1,	4,	0,	2,	2,	0,	2,	3,	0,	1,	0,	0,	0,	1,	1,	0,	2,	3,	1,	1,	0,	3,	1,	0,	0,	3,	0,	0,	0,	3,	0,	0,	0,	0,	1,	0,	1,	1,	8,	2,	1,	0,	3,	1,	0,	1,	2,	4,	0,	1,	1,	0,	1,	1,	0,	1,	0,	0,	0,	1,	1,	0,	
V 0  1  0  1  1  1  0  1  1  1  0  1 ,	3,	1,	1,	0,	0,	1,	1,	1,	0,	0,	0,	0,	0,	1,	2,	1,	0,	1,	1,	0,	1,	0,	0,	1,	0,	1,	1,	3,	1,	0,	0,	0,	0,	0,	0,	0,	1,	1,	0,	1,	1,	0,	1,	0,	3,	1,	0,	1,	1,	4,	0,	0,	1,	0,	0,	0,	0,	0,	1,	0,	1,	0,	3,	1,	
